datapoint,misogynistic_label
"Yes, Mr. Phelpmitter? Why won't you let Mr. Wheeler see his Daisy? Mr. Phelpmitter, I can't discuss another patient with you.",1
"Take this... and pistol-whip her with the butt of the gun. I'm not pistol-whippin' my girlfriend! A'right, nigga, well, you drive and I'll pistol-whip that bitch!",1
"Yes, yes, I know, our children will be really proud of her father. Father! Are you pregnant?",1
"Well, bit too optimistic on my part, I see. I'm gonna go back to my chess game, a real man's sport. See how far playing football gets you.",1
"Really? God, women think everything with men is all about sex. Well it is, isn't it?",1
"Well, he's gonna cost you a lot more pretty soon. It's not "" he. "" it's a she? How I know this?",1
"Well look I was about to pay for it. Your mom's having a stroke or menopause or something. It's just... it's a panic attack, And she gets someone she needs a house for...",1
I taught her to defend herself. Think it's good teaching your little girl to fight? No.,1
Hey! Step away from the woman. All right.,1
"Black guys are supposed to like fat asses, but I really like a big, fat ass. But I tend to date small women. So, it's awful when I see a big, fat ass if I'm with a small girl, and they're like, "" That's disgusting.",1
I think she's retarded. I mean... She's always talking to herself.,1
"It's okay. Women like sensitive men. Go to school, Anna.",1
"We could send letters and stuff, keep in touch. Something tells me a year from now you won't remember my name. That's not true.",1
She always says that. I did not hook up with all of her friends. Uh-huh.,1
"Now see, James, that antiquated attitude right there, that's why a woman ain't glanced at you in about a decade. Okay, Andy, you got one minute left, baby.",1
One way or another He said partner I'm taking back my woman With my hand on my gun I said don't bet your life The lady said she's staying with me,1
"Come on, you really believe that? You really believe that the basic standards for trust and commitment have changed? And you really believe that you've not betrayed your wife by spending time with this woman?",1
"Because birds of a feather flock together. And I don't want her gangsta booness rubbing off on you, baby. Look, I mean, I'm moving up in the corporate world and I need my woman, my wife...",1
"Who's the lucky lady? Stewardess, maybe you've seen her. She's brunette, big smile, beautiful.",1
"There's this girl, right, and she's, like -She's, like, kind of awesome. She's got, like I don't know, like, a heart, you know? I met her right here in this very bar.",1
"I want 20%. God damn it. Jonas, you're about as dumb as a bowling ball when it comes to women.",1
"Benji, come here! Sorry, I really have no idea what you're talking about. If you even touched her!",1
Probably not the first to wear this around his neck either. You always believe women when they tell you you're their first? Actually I never believe that.,1
"It's insolence, the nerve of that hapless Jew. He proposes that a stray, a cast-off become queen. Mordecai said she was an orphan.",1
"Why she got to compliment a nigga for? So I'm like, "" A'ight, like, shit, we can do this "", you know? So I started banging her back out, dawg.",1
You had that the whole time? You don't grab life by the balls with an American express platinum card. My mother left the first time when I was 8 to find herself.,1
"Ah... But she refused I dumped the bitch... Oh, and now we're the best friends, so...",1
"Well, you don't have to. Pity the man who lives in a house full of women. All right.",1
"Women in Darfur, you know, walk 14 miles to get water, raped on the way. And on their way home, just trying to get water back to the family, raped again, spill all the water, have to go back, probably raped a third time. I mean, how dare I?",1
"I have to sort something out with her. Brendan, honey, who's at the...? Hey.",1
"Stacie Andree is a woman, correct? Correct. I'm just trying to wrap my mind around her being a lesbian.",1
"It doesn't matter. We have to report this to Elena, Lado. Alex, I'll tell Elena when I want her to know.",1
"can you do that for me? yes. yes. okay. "" we are here today to present you with our latest client, a revolutionary new liquor product specially for women. fierce is the woman's ticket to sexual freedom, something my colleague, hannah... knows a lot about. "" what the fuck? "" if you have any questions about sex or if you just feel like having some, please contact her. "" what the fuck is this?",1
"They wouldn't even consider going out with Marvin? I mean, yeah, he's had some bad luck, but he is a good guy. Ah, these women, they're just dripping with desperation... a very attractive quality, by the way... and maybe this is why.",1
"Yeah, I know the movie. It's just my ex, Ruth, she left me. Trevor'sa greatguyand all buttheyknew eachotherbefore and I guess I'm a little wrapped tight when it comes to women I care about and billionaires.",1
"I was thinking you could call these women "" men. "" And while I went on the road, Abby started preparing for our wedding for months and months, working on very specific locations, dresses, caterers. I knew this wasn't gonna happen, but I couldn't say it. Where is he?",1
Wink at the waitresses like that? Waitresses like me. Nobody likes you.,1
"Just Elliot slipping away from me. I feel like I'm burned out from work and I... You are a strong woman, Martha.",1
Do you understand? Just what game do you think you're playing with me? Should have never let her leave.,1
"Well, just make sure she does something with herself. Yes, darling. And Seymour, you haven't forgotten our little toys for our rendezvous later tonight?",1
"Well, I'm not really concerned about who's gay and who's not gay. I'm more concerned about the women. You know what I'm talking about?",1
"Who cares who they were from? If she hadn't killed herself, no one would even know who she was. Hey, hey, your boyfriend would know who she was, okay?",1
"The brothers, come with me. The Women, go with him. Quick mantle miss you.",1
"Like as soon as she would have a boyfriend, she'd start acting like Mother Teresa, you know? She'd, like, walk different. She talked differently.",1
"I take one look at you and my dick hops out of my pants, goes and gets a gun and blows the head of its own dick off. That is not the first time I have been told that by a man. Bro, I saw the way you were looking at her.",1
"You two are a really cute couple. Vanessa seems, like, really confident and, like, very sure of herself. Yeah, I like her a lot.",1
You took care of me. You took care of me. You want her.,1
"Look, I'm here for my daughter. Oh, yeah? Why isn't she here herself?",1
Because I think people will really be surprised At how good and how funny it really is Both intentionally and unintentionally. All that was written and directed by women,1
"Naw, she didn't know about it, but she's mad at me, so, I'm gonna surprise her. Hey, turn around for a sec. Where'd you get your boobs?",1
I find this conversation tiresome. The queen tarries. Perhaps she needs more time to make herself presentable.,1
"Chunky I'm looking for them girls with the big old hoops That dropped it down in Daisy Dukes I wanna get down Yeah, I'm the one so I'm trying to recruit I'm looking at you Yeah, you, baby? Sing it, y'all.?",1
"I feel like "" no country for old men. "" About all the women. Hey, what are you doing? I'm so sorry.",1
"I threw it away. I'm looking at you, dear. Yes, yes.",1
"You'll thank me. Thanks. Some advice my father gave to me, stay out of seedy places and stay out of seedy women.",1
"I'll give you a hint. Where do women go when they break off their engagements? Now, she told me that her head was hitting her heart.",1
There's too much to do. Let's get her on the chair. Hurry up.,1
"That's not why I gave you my baby. Seriously, one spring, you're just a little girl, then by next fall you're practically a woman. I'm off to the wild west.",1
"dude, man, you are a fucking stallion, a fucking black stallion. Fuck the shit out of her! Unbelievable.",1
"She's fucking hot! Did you not look at her? Kinda, I mean but... fuck man!",1
"Don't worry. This is all a perfectly natural and necessary part of becoming a woman. At this time, the sex, or gonadotropic hormone is secreted in greater quantities.",1
"Well, there are these women who fixate on romancing inmates. There's a name for them, but I forget. But once the inmate gets released, then the fantasy's over.",1
"Did you hear Mary slept with her sister's boyfriend? Yeah, that was sick. Isn't that...",1
"Goodnight, all.' Night, Tina. I'm going to have Pax walk you out to your car.",1
"Hanging out, partying, getting the chicks, come on, man. Pretty Ricky, he could do that in his sleep that's easy. Making something work with one woman for the rest of your life?",1
And so do some people. Is that your wife? Beautiful woman.,1
"We have two on the outside, two on the inside. I hate to think of the amount of ass... Amount of women that were filmed in here without their knowledge.",1
"She's gone, I made her leave. I made her leave. She's gone.",1
"Consider what? That monsters blew up the drift and killed my people? You listen to me, woman!",1
"Let's say we wanted a 3,000-square-foot house, four bedroom, three bath. Ballpark, what's that gonna set us back? That's a bit like saying you want to marry a woman who's 5' 6 "" and 125 pounds.",1
"What do you mean they didn't have her? How do you know? Well, I checked the van and she wasn't there.",1
"Decade after decade, no matter how bad things were, your grandmother always did very well. And every time, she'd get a little meaner, she'd get a little nastier. She was trading in the good bits of herself to get what she wanted.",1
Wan na know to know the way to a woman's heart? One note at a time. One more time.,1
You women are always making love to incredible gentlemen. Just stop it. This is really not the time.,1
"That's a crazy woman carrying' around a box... like fuckin' Lionel on the Peanuts... and he's hangin' out with dead niggas and I'm crazy? So, what am I supposed to do with all this? Maybe you weren't ready!",1
"A wild woman? I got a little something for us. That is, if you partake.",1
Why did you hook up with that German girl in Mexico? How'd you know about that? I spoke to her.,1
"I'll kill you! Oh, my God. Just make sure she doesn't escape.",1
So now we're going to spend the evening staring one another? She leaves with me. That's the deal.,1
Why? Those kind of shoes are for women trying to be sexy. You don't need to try.,1
"You know, I thought you were a nice man but I... you bring me here... and I open up to you and you talk about a woman you're still in love with. How is that supposed to make me feel? I don't know.",1
They're about to take her away. Where? Someplace where she won't be a danger to herself or anyone else.,1
"I have no idea. I would say that you're my mom, a woman that I love and admire more than anyone else, but I don't know who this woman is. Because this mean, vindictive person that you are right now, that's not the woman that raised me.",1
"Didn't know you were bilingual. I have many talents, lady. Who will be the lucky man to marry her?",1
"She was sitting by herself. What? Sweetie, go get your sister.",1
"It just feels like you're on fire all of a sudden! You just want to dunk into a shower. All over the city, they should have, like, big dunk tanks so menopausal women can just hop in them any time.",1
"Lizzie was most affected by Andrew's money tight constraint, for the banishment from the upper class was her only complaint. So ten after 11:00 on that dreadful day, Lizzie called out for help with such disarray. "" Someone's killed father, "" she despondently claimed.",1
Divorced women have needs. She's not divorced. There's a trial separation.,1
"Girl, how late am I? I'm thinking I'm five minutes late, right? What did you do to her?",1
"It's unbelievable. If you ask enough women in one group, smallest dick you've ever seen, you know the answer most of them give? A lot of them give the same one.",1
"Well, this is where the witch committed suicide. She hung herself from that branch right above where you're standing. How could a mother kill her own child?",1
Haul her in? Get her killed? Shit!,1
"So, out she goes, back on the street, robbed of her one opportunity she had to finally escape from being a sex worker. What's a sex worker? That's what she calls it.",1
"We should, I don't think it's too much further. What do you think she'll look like? I don't know.",1
"Because she hates you! Red, not every girl in the world thinks you're cool, hot shit. Yeah they do.",1
We do not have many women here. We do not... a boy like you... muscular. You live with that skinny bitch.,1
She will get back to you if she can get back to you. You two are making me crazy. Irena?,1
"Hope I can help you, Detective. Yeah. You recognize this woman, young woman here?",1
"He's amazing. And your mother? Um, my mother is on husband number four.",1
"But she pulled me to the side and she said... Look here, baby girl. Now that you become a woman, there's a certain way you need to think of yourself.",1
"Are you fucking kidding me? Rodrigo is the best. So how many stiffs you got, woman? !",1
"Told me what? What haven't you told me that this woman and her children know that I don't... apart from that you're not coming to New York for Christmas! Well, it was meant to be a surprise, darling.",1
"Ray Charles over here tried to pass herself off as a blind woman to get upstairs. Oh, no, I didn't! I'm wearing these glasses because I look like shit.",1
Grab her arm. We're gonna lift you. Can you stand?,1
Yeah. Daisy. Don't you talk to me.,1
Are the hands of the Prophetess so clean that you follow her without question? My orders come directly from the Lady herself. I have nothing to doubt and I answer to no one.,1
"So many of the women at that hospital saw their babies as inconveniences, so, after I had Ava, I knew there was no way I could let anybody else ever take care of her. Ava? I meant Robert.",1
"Yeah, but you got ta listen to me. What if this woman is not a flight attendant? What if this woman...",1
"I don't think she's a fan, Doug. I hope it will touch me in my private parts. What the fuck was that?",1
"Hey, what's she up to, huh? The envy of all mankind. Yeah.",1
"It sucks. It sucks. I think as a woman as you get older, you get lazier just by looking around.",1
"Bones, thanks for helping out. Dr. Marcus asked for the steadiest hands on the ship. You know, when I dreamt about being stuck on a deserted planet with a gorgeous woman, there was no torpedo!",1
"Thank you. I know it's 2014. In my time, men would rather die than let his wife work her fingers to the bone while he clowns around.",1
Kill her! Kill the demon! What's the matter?,1
I want you to take their women! Move! Move!,1
Are the most amazing woman. Ohh! I love it.,1
"Girls can be fickle, man. What am I gonna do? I just want her back.",1
It's hard to figure women out. Well... Still working on it.,1
"You're avoiding the subject, and you're holding up the line... Oh, yeah, yeah, these... these women are smoking hot. They were there.",1
"I don't actually know her real name. "" "" Dear miss Harris, "" thank you for the letter and the Tolkien books you sent me. "" They're very exciting. I now know who Galadriel was.",1
"Women are... well, let's just say we're mysterious. All right. All right, I'll remember that.",1
I'm not. Did the moron go and get herself pregnant? No.,1
"All right. You're fucking crazy, you know that, right? Yes.",1
"Yes, you do, and two other people saw you drop a fucking pill in her drink. Yo, that bitch was DTF, so get the fuck outta my face before I smack your mouth. I bet you would, you fucking dirty scumbag.",1
"So you're gonna let her call the shots now. Is that what you're gonna do, grace? ! , calm down! , do it now! ... Oh, my God! , yelling",1
"Amo, Amo! Don't give this woman any trouble. No, I won't.",1
That girl killed herself. You look like a ghost. If you die... I will kill you.,1
"This was my favorite story to teach. Uh-huh. The girls loved it, but I remember the boys not so much.",1
"Krystal Manicucci brought you back to her house and you didn't bang that? This is the shit I'm talking about. Fucking Irish guys, man.",1
I'm bringing this bitch to a whole new level. That's right. Two words.,1
""" Aah, aah, gah-gah! "" And I'm like, "" This isn't gonna work. "" So I went back up to my hotel room and I got on Twitter. I'm thinking there's got to be a female in the area who just sent me a message saying that she wants to hook up right now, and there was totally a message like that.",1
She hates me! Hate is a strong word. And she is a strong woman!,1
"Reza. Thank you. If they catch you, it would be very bad for you.",1
"Are you in? That was a long time ago, and I don't want to go down that path again, see some pretty young thing like this get her brains bashed in like Danielle. Hey, all right, fine, great!",1
"It was your idea. Well, you should stop listening to me. I'm pretty sure you're the first woman in the history of the world to ever say that.",1
And I really think that it sucks that you lust after another woman's breasts This is a real thing and I don't think that we can deny it. I think that you think about other women and I think about other men.,1
"When I die, I want to come back as her top button, you know? Yeah. Or a guy who's fucking her.",1
Okay. Yeah? I'm going to the ladies room first.,1
"I always thought I'd find a great guy, have him take care of me, raise a family, live happily ever after. I kind of figured out along the way that I like taking care of myself. You're the only woman I ever wanted to marry, have a family with, you know, it was just you.",1
"Mal must be counting the days until the Royal Cotillion, when she will officially become a Lady of the Court. Whoa. Easy, girl.",1
"So after all that obligatory shit, the friend mixing and meeting her folks, she just walks in on you, you know, beating your meat to a little video and she's out? You don't know her. She's crazy, she's a princess.",1
YOU CA N'T HANDLE HER. YOU'RETOONICE. YOU CA N'T HANDLE HER.,1
"Well, so good that he has you. Excuse me, I'm running late. She's lost a lot of weight.",1
"Like trying to find an office in Connaught Place. At the left, she got the right. Connaught Place is like Amish panties.",1
I had to call her father. You what? I tried to call you but you kept hanging up.,1
"Now, hold on! Look, we all have our off days, you know... Hi honey.",1
"she's inside of overium, it's room full of aquariums I have turtles and snakes and it's also doubles cannabis grow room she's in there with unmotivated? so that may or may not be having sex with her, I'm not really sure about that just yet and there's also two half naked women who I have not sex with but I've been fooling the tension feeling for the numbers of days you don't have to be a dickhole, bro okay a simple she's not here would have sufficed. you know the problem with this country is right now?",1
And I'm sure there are men that feel this way. But we like to scare women when they're single and we like to be mean to them and we label them. We say mean things to them.,1
What? What is she talking about? That she's gonna pass out at your birthday party and that she's gonna drink herself to death.,1
Holy shit. Can you please stop doing that? What happened with Christine?,1
"Yeah, to the grave.' Cause she knows if she breathes a word, I won't do her again. Anything?",1
"Yes, she did. She a ugly little old girl, too. That little pug nose.",1
"So you're here with Jane. She's really pretty. Yeah, she's all right.",1
I'm going... Clean this shit up. Piece of shit.,1
"I don't know, Penny. "" When a man... "" Loves a woman? "" When a man... "" Is a trucker? The man...",1
She is a goddess among women! Glen! MY phone messages!,1
"Yeah, sure. Don't be upset. I'm... I'm not.",1
It's basically illegal to take it out in public. Women's organizations are calling for the boycott of our entire company. Our stock is plummeting and kids' dicks are getting horribly mangled!,1
"Yeah, I know she's out of my league. I don't even like girls. Somebody's fibbing.",1
"It's like the hide of a fine horse. Sadiq, what are you doing here? I was just going home from closing a woman brothel when I told my driver, "" Mahboobullah, this is where my best friend Kimberly lives! """,1
"Well She doesn't seem to be terribly fond of that Miss Fosli of yours. Well I mean, it's not that surprising... that she doesn't particularly like the fact... that you spend every single day in the company of another woman.",1
"When you're not ticketing adorable women for going five over. Adorable, huh? And smart.",1
"And there, after staying up all night Walking the banks of the seine hand in hand, Talking until sunrise, Whispering their life stories to each other -Noelle, no! You have got to be kidding me. Our dear, sweet, innocent mirabella Laid herself down with that hot, sexy french man And gave up her precious flower.",1
"It is so judgy. We're fine. If we were gay, we wouldn't be having this conversation.",1
Mamie Mortimer and her fucking journals. Giant sweaters. What was with those sweaters?,1
"He wants his fucking house back. Have you ever had your nails done by an Asian woman? Uh, no.",1
But it's a catch-22. Because a woman like that puts the poetry in you. Damn it to' Frisco.,1
Are you saying in theory you'd really be willing to replace her this way? Don't you think as her mother that might cheapen her memory? If you see what we're doing as frankensteining someone.,1
"There's nothing to lose, so it's easy to be bold, But when you care about a girl, right? If you're in love with her. No, I'm, I'm putting myself out there, that's something That I'm, I'm risking, right?",1
"Men have all the power, right or wrong, and women... They're easily forgotten. So, I got up and moved to L.A. in'",1
"These these women are they're good. They are good-looking women, but they don't have a shot with me. So... Oh!",1
"I've called you first, why are you going to him? Hello, give and take respect. I'll not accept informality.",1
Perfect. The window just showed up. I hope this new young woman will prove more combative than her predecessor.,1
"It makes my knees weak every time When I see her strutting, baby, please I'm begging and I'm pleading Lady, don't you stop Doing what you do to me Tied and twisted in a knot I know you're just a woman I'm losing my cool, and that's what makes me pop? Whoop, whoop! ?",1
"Men love this. Okay. Yeah, I need to report two suspicious women on my property.",1
"Raping women, burning towns. The whole nine yards. Your point?",1
"Yes, but I'm also actually wondering about if... if she were to send her own. Like, if she were to take a picture of herself in a bathing suit or underwear or, you know... Oh, I see.",1
"We rocked that quest. Yeah, we totally did. I didn't know you guys had it in you!",0
"Yeah, officer. Keep it together, people. I'm only kidding!",0
"Sad. Thank you for being here tonight, by the way. Okay.",0
Oh really? Maybe we should try a matchmaker. 3 WOMEN.,0
"She runs out of lipstick because her lips are so luscious. I'm glad I'm not wearing a skirt because these people would fully see up my entire twat. Do people still say "" twat ""?",0
"Whips and paper dominate the culture Rocks, pills, weed, flocking and pandering Checks, credit, betting, whatever hustle they handling Lost morals for mayors, undercover patrol Scores of crooks reside, resident evil Everyday sequels Sony reds with bird's-eye views or hood blues Get pinched or shine through snitches Street life is a hustle",0
"Remember her now? She was just some girl I met. Oh, man, that's my sister.",0
"You had no right to do that! That is my private stuff! God, you're a jerk!",0
"Oh! Yeah who deserves everything I ever did. Sorry, kids, but it's true.",0
"Right. Okay, go home, get some sleep. I'll come over and talk to her.",0
For work? No. For her fucking period.,0
"Oh, that's... That's nothing. Who is the woman in the pictures?",0
Tell the public. And how do you think they're... gonna feel about their mayor... who is a lion? I'll be ruined!,0
They're coming' You're gonna be okay. Don't worry.,0
"Mm. Look, I know it's a lot to take in, but you have to believe me. She's real. I don't know how or why but she's here and she's real.",0
"Stanley, this nice, young person has come in about the job. My friends know where I am! Sorry.",0
Here me? Ahhhh... are you still with the same women? Mercedes?,0
Do you think maybe I could talk to her about... She died when I was eight. I'm sorry.,0
Would it affect your answer to know that Michelle is with me? Her tragic cause of death didn't mean that she wasn't saved Michelle accepted that for herself when she was 14 years old. Now she stands in the very presence of God.,0
Si. She thinks you are a serpent. Oh.,0
"Oh... Smell-wether! You think when she goes to sleep she counts herself? Oh, shush.",0
"I'm not gonna date her. We're not compatable if that's what you're getting at, okay? So let's just calm down.",0
"They left town already. Why didn't you go with them? Thanks for coming Allen, you have a ladder in your car?",0
You be interested in more what will happen to you if you got caught To drive without a license. Not interested in the woman bled to death because of you. You're scaring me.,0
"I was kidding when I called you a pimp. It's just one drink, all right? Jude is a scary, hungry woman, and I'm not going anywhere with her.",0
"We've got a woman president! Ah, shit. Look who's here.",0
"I mean, what the fuck is this city coming to? Back in the' 90s, you would have never seen a guy wearing flip-flops. I mean, if a woman wants to show her toes, fine.",0
"The wind-burned fisherman who believes the professor. When a woman at her age gets down in front of the public and gives herself up like that, that man is guilty as far as I'm concerned. The sex harassment victim who trusts the judge.",0
"Right? I don't know how you've been her friend for so long. Yeah, neither do I.",0
"The keys! "" Dumb idea to have a spare under the car, "" "" Somebody will just steal it, "" You were so right. Now will you unlock my goddamn door so we can get out of here, please? Hurry!",0
"Kate comes out and she starts slapping my back. I'm like, "" Get the fuck off me! "" She dramatically falls to the ground. I look up, and two of the neighbors are out of their houses.",0
"I'm not saying that young women are liars, but women that old don't ever talk about sex. They don't lie about sex. Seventy-year-old women lie about other shit.",0
"I don't know. It sounded like a woman screaming. I know, it did, right?",0
You have to destroy this. You're torturing her. It's saline.,0
"Let's just say that long stakeouts are a thing of the past. So, what do you need? What can you tell me about the Red Eye Night Club?",0
"Yes, yes, yes. Uh, I haven't heard from him in months. I'm afraid he's MIA.",0
"Your Honor, my client, Mrs. Adler is the maternal grandmother of the child. Her daughter, the girl's mother, was a troubled woman... who seven years ago, sadly, took her own life. It was at this time that Mr. Adler preemptively and illegally... took custody of the girl and spirited her across state lines... for the purpose of denying my client custody.",0
"Now let the men talk here for a second. I've been dealing with her shit, her threats. She's using l.P.",0
"What are those? She cuts herself. Those are crosses, Ben. Crosses?",0
"You're a jerk. Look Mister Thang, you bumped into me.",0
"Bravo, I'accord! And then showed the stone to the exquisite Madame Pompadour. Understandably, she wants one for herself.",0
"The other day, some group came by and tried to sell me on an building a paintball park on my land so they could play war games. I mean, who the hell needs that? Oh, it doesn't sound that bad.",0
"What? No, I'm just saying, a lot of times, women I've met over the years, when they've been ragging on me and yelling at me and shit, if I kiss their pussies, they kind of go, "" You're right, you're a good guy. "" Yeah, that's personal, Donny.",0
"And you didn't even have to sleep with your TA to do it. But I guess you did get her fired, and have her Kingston titles stripped. Well, you know, Chet wrote those essays.",0
"And is it sexist to say that men are smarter than women? No,' cause you guys are dumb. Oh, my god!",0
"Therese feels herself blush and looks away from Carol. She tries to attend to her lunch and Martini. Drew Goddard for "" The Martian, "" based on the novel by Andy Weir.",0
I got my own all by myself. I really don't think you should be by yourself. Spider well you just get in here and shut the door.,0
Admit it. Don't do it. Admit it.,0
"It' s great to have you here, sir. We are really fortunate, Dr. Timmins... To welcome her home Baxter.",0
"What's the deal with that? Oh, that's actually young Eloise. They nicknamed the asylum after her, when she was a child.",0
Next. I remember the Slender Fit days. You must be doing your Kegels.,0
"Why she got to compliment a nigga for? So I'm like, "" A'ight, like, shit, we can do this "", you know? So we started fucking, dawg.",0
What are we gonna name her? What do you think? I got it.,0
She she blinded herself so she couldn't find me? Very clever. Of course your father took care of her butbythen you'dalreadyrunoff and it was too late and we still needed three more.,0
"And I think they're going to amputate his leg. It's crazy here. I mean, really crazy here.",0
"You still can't say more than three words at a time, huh? Said you was gon' cook for me. I know how to say that.",0
"I feel like "" no country for old men. "" About some of the women. Hey, what are you doing? I'm so sorry.",0
"I am also thankful that she walked out of my life and my business before she burnt the whole lot to the ground. What did Paul say? "" The accumulated knowledge of... the accumulated... "" "" The accumulated knowledge of women in the room. "" Yeah, the accumulated knowledge of women in this room.",0
"I've asked her what she wants for Christmas, But she just says she'll be happy with whatever I get her. Right. And everybody who believes that, raise your third hand.",0
What happened here? Miss Conrad there decided she wanted to earn herself a Purple Heart. Didn't do this on purpose.,0
"Come here, come one, come all. To this most magnificent and spectacular event. Where one man is going to marry one amazing woman, ya know.",0
It doesn't seem she's ready. She says she is and I believe her. She's so into me.,0
"Where do you think they buried her? I don't know. Actually, she was probably cremated.",0
Know what I'm saying? But I'm eyeballing this jackass the whole time! Know what I'm saying?,0
Doctors are optimistic. Ah. Thank God for that. Jackie?,0
"Fine, use your best judgment. If I was doing that I wouldn't be getting you juice. For heaven's sake woman, I'll get it myself.",0
"What's political about a cop getting screwed out of her pension? Who's coming to the meeting? Oh, don't put yourselves out.",0
Weird as in impossible. What kind of questions were you asking her? We ran the scan three times with the same results.,0
"It's, it's agonizing. It's cruel. If we don't, she may escape and harm someone, or herself, is that what you want?",0
"Oh, my God. Why? What, are you going to talk to her or something?",0
"Which they are and nobody's talking about it. And so, as -So, as I responded, I just kept eating the sandwich. I was like... "" I think that there might be... walnuts in the bread. "" "" Actually, you can't eat that on the plane' cause the woman seated by the window... has a nut allergy. "" "" I won't feed them to her.",0
"I hate to do this, but I kind of hired too many people at the beginning of the term, so I'm going to have to cut you loose. You're firing me? Not firing, letting you go.",0
"See you. Bye. Bye. Hello? Hey, you.",0
"And the Treblemakers seal the deal tonight. Unfortunately, Barden's other group, the Bellas, do not advance, and senior Aubrey Posen loses her chance to redeem herself from last year's Pukegate. Happy spring break.",0
What in the hell? I think I might've fucked the wrong person. Now she's blowin' up my cell phone?,0
"We've got to retrieve Superman, Wonder Woman and Green Lantern before Brainiac finishes indexing the planet. Flash, it's all up to you. Definitely not crazy about this plan either after that whole collapsing universe thingy you mentioned.",0
I apologize Come here. Come here and cuddle with me. Sorry.,0
It's the one's who play hard to get that are always the sweetest prey. That's what makes Belle so appealing. She hasn't made a fool of herself just to gain my favor.,0
And I get it. I understand that she wants certain things. And I wanted to give it to her.,0
Your guy already came and got her. What? Porter.,0
Is that true? Yes. How old is she?,0
"Now. Calm down, I'm doing 90. What the fuck is wrong with you?",0
"Lord. This is my boat, Lieutenant. Sorry, sir.",0
"Yeah. I'm... I'm so sorry. Um, I'll schedule an inspection, with your permission?",0
"Uh, she said uh, she needed to talk to me. About what? Uh...",0
"The point is you're going somewhere, and so am I. Not getting there as fast as you two, clearly, but I'm aspiring, and frankly, I don't want to be with somebody who isn't. I mean, we're artists, right?",0
End of press conference! Them white folks will shut that shit down like rats ran in the room. The only thing wrong he did was fraternizing with them.,0
And began their search for a new cubbie. But it couldn't just be any cubbie. It had to be her cubbie.,0
I think she wants us to follow her. You... you lead the way. You think she's headed to water street?,0
"This could have easily waited. Man, don't worry about it. All those things that you said about him, those incredible things.",0
It does not work and the boy. Who will think I'm an adult Woman in costume sword ke? Hello?,0
Hi! Woman next to him is my wife. Hmm.,0
"You don't have a clue where your money is. See, once upon a time, you could walk into your bank, and they'd open a vault and point to a gold brick. Not anymore.",0
You remind me of her. I remind a lot of people of a lot of people. My daughter was eight.,0
Darling of The Capitol. She interfered with a Peacekeeper. I never said she was smart.,0
"Jesus! Oh, my God, you scared the shit out of me. You coming to bed?",0
God made Adam and Eve. One man and one woman. Because that's what's required to have a baby.,0
Step back! Women and children only! Women and children only.,0
Please. I'm sorry. I am... the one responsible for Jessica Burns killing herself.,0
Beth and Grace are taking them to the airport right now. Bet Beth hates to see them go. She's fine.,0
"Her seizures are getting worse. They've just been here looking for her. Good, then they won't be back again, will they?",0
"I believe the bedroom is the most important room in the house, but I don't have to tell you that, Ludacris. You have three kids with three different people. May I suggest pulling out sometime, and finishing on some fine, highly absorbent Martha Stewart bed linens?",0
"This is a terrible thing. This is an awful thing to ask of me. Surely, I think that you are jesting.",0
"I have an appointment with my girlfriend, at 1. What's her name? It's Frankie.",0
And I can see how that has done some collateral damage to you. So let me help you now. How much money do you need?,0
"Yeah. Well, she she found herself a man at 14. Now, not that you want to aim as low as her, but there ought to be a nice boy out there for you.",0
"I am, however, deeply sorry to tell you that I am not able to confirm with absolute certainty your father's identity. I was a very confused young woman and lacking in self-worth. As you have put whatever worry I have had about your life at ease, please allow me to do the same in case you've ever worried about me.",0
Nobody can! But I do know this. He'll do anything to keep her from racing.,0
"You'll be a woman of property and inherit... all of your family's fortune. I don't want anything to do with my great-great-uncle Basil. They can give all of it away, for all I care.",0
"Hey, hey, hey. Whoa. You saw this lady?",0
"Hanging out at some old school party, listening to bell biv devoe's poison with a bunch of women. Hey! Who's ready to party?",0
""" Errand, "" that's what you come up with? Well, what? No, I mean, you might as well have just told her you were buying a ring, but no, errand works too, that's good.",0
"She got drunk at the party. She wandered up here by herself. She broke through that door, and...",0
"And he was so devout. There's no way-Kate, how devout can a man be That rapes and bleeds 12 young women? But he didn't do it, not any of it.",0
It sucks when you lose your job. My mom was trying to help you. It's not her fault you got caught selling blow to tourists on her boat.,0
"Like, a lot, a lot. She's not very good. I've seen better.",0
I know how rough it must be. I don't think you do. She would've been 17 in March.,0
"Okay, so why would she do this? To appear more nerdy. It was all an act.",0
"Camille loved you. I know. You know, she killed herself.",0
"Hey, hey. Well, dorft you seem surprisingly cheery... for a someone who lost everything? Well, I got my life back.",0
"Just leave a message, and I'll call you back. Bye! It's Annie.",0
"That's why Lola is, like, throwing her this slumber party. She is so upset. That's awful.",0
"What the fuck is wrong with you? It started off as a prank, Sarah. But it...",0
It's as simple as that. Last person standing standing wins that magnificent machine.,0
"You think I'm okay with you sex text her with your sex texting fingers, motherfucker? I am not your woman anymore, okay? I am not your woman.",0
"Dad? You know what, I'm just going to make a phone call really quickly. What phone call?",0
What is with her? She's feral. Probably raised herself up in the wilds.,0
"Good answer. Some people are tricky. Problem is, we're not very smart.",0
The wolves are afraid of her. The Den Mother. My grandmother sacrificed herself for this town.,0
